Name,Rtg,Pos,Card,Nation,PAC,SHO,PAS,DRI,DEF,PHY,Link
Aymeric Laporte,94,CB,goldblue,Spain,90,57,81,82,94,93,https://wefut.com/player/22/21539/aymeric-laporte
João Cancelo,94,LB,toty,Portugal,95,85,91,93,90,87,https://wefut.com/player/22/18313/joao-cancelo
Kevin De Bruyne,94,CAM,goldif,Belgium,82,90,96,91,68,82,https://wefut.com/player/22/21737/kevin-de-bruyne
Kylian Mbappé,94,ST,goldif,France,99,91,86,95,39,84,https://wefut.com/player/22/20756/kylian-mbappe
Robert Lewandowski,94,ST,goldif,Poland,82,94,82,89,46,84,https://wefut.com/player/22/19488/robert-lewandowski
Lionel Messi,94,RW,goldif,Argentina,86,93,92,96,35,68,https://wefut.com/player/22/17737/lionel-messi
Fernando Morientes,93,CAM,shapeshifters,Spain,90,94,93,91,49,90,https://wefut.com/player/22/22247/fernando-morientes
Mario Gomez,93,ST,futcaptainsheroes,Germany,91,95,82,88,48,91,https://wefut.com/player/22/20751/mario-gomez
Garrincha,94,RW,legend,Brazil,90,87,94,92,48,86,https://wefut.com/player/22/20733/diego-milito
Antonio Di Natale,93,ST,futcaptainsheroes,Italy,94,95,91,95,52,77,https://wefut.com/player/22/20732/antonio-di-natale
Junior Sornoza,93,LF,eumotm,Ecuador,95,93,94,94,61,77,https://wefut.com/player/22/22150/junior-sornoza
Jordan Henderson,93,CDM,futcaptains,England,87,83,94,90,87,92,https://wefut.com/player/22/20784/jordan-henderson
Alexandre Lacazette,93,ST,futcaptains,France,92,94,85,93,55,89,https://wefut.com/player/22/20783/alexandre-lacazette
Marco Reus,93,CF,futcaptains,Germany,92,91,92,93,55,79,https://wefut.com/player/22/20736/marco-reus
Houssem Aouar,93,CAM,fantasypurple,France,93,91,92,95,81,85,https://wefut.com/player/22/20625/houssem-aouar
Gabriel Martinelli,93,LM,fantasypurple,Brazil,99,91,89,93,57,89,https://wefut.com/player/22/20602/gabriel-martinelli
Anthony Martial,93,ST,fantasypurple,France,98,93,89,97,44,85,https://wefut.com/player/22/20601/anthony-martial
Lucas Moura,93,RM,fantasypurple,Brazil,99,93,88,98,55,83,https://wefut.com/player/22/20571/lucas-moura
Christian Eriksen,93,CM,fantasypurple,Denmark,88,91,96,93,63,79,https://wefut.com/player/22/20541/christian-eriksen
Jamie Vardy,93,ST,confleague,England,94,93,84,88,58,82,https://wefut.com/player/22/19424/jamie-vardy
Thiago,93,CM,championsleague,Spain,87,84,94,96,86,85,https://wefut.com/player/22/20616/thiago
Neymar Jr,93,ST,wildcard,Brazil,93,87,88,96,39,66,https://wefut.com/player/22/17945/neymar-jr
Kevin De Bruyne,93,CAM,signature,Belgium,80,88,95,91,67,82,https://wefut.com/player/22/17762/kevin-de-bruyne
Gerson,93,LW,shapeshifters,Brazil,96,91,89,95,83,85,https://wefut.com/player/22/22292/gerson
Amadou Haidara,93,RB,shapeshifters,Mali,95,82,91,95,91,88,https://wefut.com/player/22/22285/amadou-haidara
Thomas Delaine,93,CDM,shapeshifters,France,97,80,90,92,92,91,https://wefut.com/player/22/22270/thomas-delaine
Alexis Claude-Maurice,93,LB,shapeshifters,France,95,89,91,96,90,89,https://wefut.com/player/22/22269/alexis-claude-maurice
Lucas Martínez Quarta,93,RB,shapeshifters,Argentina,96,82,89,91,91,92,https://wefut.com/player/22/22262/lucas-martinez-quarta
Bartra,93,LW,shapeshifters,Spain,96,93,91,95,86,82,https://wefut.com/player/22/22254/bartra
Felipe,93,CDM,shapeshifters,Brazil,84,79,94,94,95,94,https://wefut.com/player/22/22253/felipe
Kevin Volland,93,CB,shapeshifters,Germany,90,79,84,86,92,95,https://wefut.com/player/22/22240/kevin-volland
Emre Can,93,CB,shapeshifters,Germany,90,75,84,87,93,94,https://wefut.com/player/22/22237/emre-can
Emerson,93,CM,shapeshifters,Brazil,92,83,86,89,90,93,https://wefut.com/player/22/22199/emerson
Diego Milito,93,ST,futcaptainsheroes,Argentina,93,94,84,92,48,86,https://wefut.com/player/22/20733/diego-milito
Antonio Di Natale,93,ST,futcaptainsheroes,Italy,94,95,91,95,56,91,https://wefut.com/player/22/22185/marcus-thuram
Jeremiah St. Juste,93,RW,shapeshifters,Netherlands,99,93,90,91,84,93,https://wefut.com/player/22/22175/jeremiah-st-juste
Nicolas Pépé,93,ST,shapeshifters,Ivory Coast,95,91,89,93,48,82,https://wefut.com/player/22/22174/nicolas-pepe
Virgil van Dijk,93,CB,futheadliners,Netherlands,83,64,78,78,95,90,https://wefut.com/player/22/18183/virgil-van-dijk
Wayne Rooney,93,ST,legend,England,90,95,85,91,57,90,https://wefut.com/player/22/20428/wayne-rooney
Gary Lineker,93,ST,legend,England,90,93,75,90,38,78,https://wefut.com/player/22/20427/gary-lineker
Javier Zanetti,93,RB,legend,Argentina,89,73,89,87,91,84,https://wefut.com/player/22/20426/javier-zanetti
Ruud van Nistelrooy,93,ST,legend,Netherlands,88,94,76,88,39,83,https://wefut.com/player/22/20425/ruud-van-nistelrooy
Hristo Stoichkov,93,ST,legend,Bulgaria,93,95,89,94,52,88,https://wefut.com/player/22/20424/hristo-stoichkov
Rivaldo,93,CAM,legend,Brazil,89,95,90,95,46,80,https://wefut.com/player/22/20422/rivaldo
Juan Román Riquelme,93,CAM,legend,Argentina,80,88,95,95,34,72,https://wefut.com/player/22/20421/juan-roman-riquelme
Dennis Bergkamp,93,CF,legend,Netherlands,86,92,90,92,38,79,https://wefut.com/player/22/20420/dennis-bergkamp
Samuel Eto'o,93,ST,legend,Cameroon,96,95,83,93,49,84,https://wefut.com/player/22/20419/samuel-eto-o
Emilio Butragueño,93,ST,legend,Spain,95,93,83,94,43,71,https://wefut.com/player/22/20418/emilio-butragueno
Alessandro Nesta,93,CB,legend,Italy,81,44,68,70,96,88,https://wefut.com/player/22/20417/alessandro-nesta
Bobby Moore,93,CB,legend,England,78,65,88,79,96,86,https://wefut.com/player/22/20416/bobby-moore
Bastian Schweinsteiger,93,RM,legend,Germany,87,88,92,88,87,88,https://wefut.com/player/22/20306/bastian-schweinsteiger
Alessandro Del Piero,93,CF,legend,Italy,87,95,91,95,46,70,https://wefut.com/player/22/20305/alessandro-del-piero
Fabio Cannavaro,93,CB,legend,Italy,84,44,65,71,97,89,https://wefut.com/player/22/20304/fabio-cannavaro
Raúl,93,CF,legend,Spain,90,94,84,92,48,76,https://wefut.com/player/22/20303/raul
Kenny Dalglish,93,ST,legend,Scotland,92,95,79,92,42,75,https://wefut.com/player/22/20302/kenny-dalglish
Ryan Giggs,93,LM,legend,Wales,92,81,94,92,46,69,https://wefut.com/player/22/20301/ryan-giggs
Clarence Seedorf,93,LM,legend,Netherlands,86,88,92,91,71,85,https://wefut.com/player/22/20300/clarence-seedorf
Hugo Sánchez,93,ST,legend,Mexico,93,95,83,93,46,78,https://wefut.com/player/22/20299/hugo-sanchez
Andrea Pirlo,93,CM,legend,Italy,82,83,96,93,73,69,https://wefut.com/player/22/20296/andrea-pirlo
Luís Figo,93,RM,legend,Portugal,93,91,91,95,42,82,https://wefut.com/player/22/20295/luis-figo
Pedri,93,CM,futurestars,Spain,90,84,93,95,85,78,https://wefut.com/player/22/19018/pedri
Jude Bellingham,93,CM,futurestars,England,88,85,88,93,88,91,https://wefut.com/player/22/18625/jude-bellingham
Robert Lewandowski,93,ST,promo,Poland,80,94,80,88,45,83,https://wefut.com/player/22/17810/robert-lewandowski
Cristian Romero,93,CB,showdownwinner,Argentina,90,63,81,85,93,94,https://wefut.com/player/22/21903/cristian-romero
Franck Yannick Kessié,93,CDM,flashback,Ivory Coast,89,86,90,92,93,94,https://wefut.com/player/22/21936/franck-yannick-kessie
Marco Verratti,93,CM,flashback,Italy,87,84,94,95,90,87,https://wefut.com/player/22/21852/marco-verratti
Isco,93,CAM,flashback,Spain,92,89,94,96,65,82,https://wefut.com/player/22/21779/isco
Axel Witsel,93,CDM,flashback,Belgium,84,86,92,91,93,92,https://wefut.com/player/22/21716/axel-witsel
Joe Gomez,93,CB,flashback,England,91,40,83,83,93,90,https://wefut.com/player/22/21592/joe-gomez
Harry Kane,93,ST,flashback,England,88,94,87,88,51,86,https://wefut.com/player/22/18318/harry-kane
Karim Benzema,93,CF,championsleague,France,81,91,87,92,43,84,https://wefut.com/player/22/20804/karim-benzema
N'Golo Kanté,93,CM,championsleague,France,81,70,81,86,90,87,https://wefut.com/player/22/19524/n-golo-kante
Harry Kane,93,ST,plpotm,England,76,94,87,88,50,86,https://wefut.com/player/22/20655/harry-kane
Paulo Dybala,93,CF,birthday,Argentina,92,93,93,96,45,71,https://wefut.com/player/22/20388/paulo-dybala
Dani Alves,93,RB,birthday,Brazil,92,82,90,93,88,83,https://wefut.com/player/22/20386/dani-alves
Luis Suárez,93,ST,birthday,Uruguay,90,94,89,91,51,90,https://wefut.com/player/22/20269/luis-suarez
Mark Noble,93,CM,premiumsbc,England,88,85,96,93,93,90,https://wefut.com/player/22/22162/mark-noble
Marcel Schmelzer,93,LB,premiumsbc,Germany,95,71,87,91,93,92,https://wefut.com/player/22/22148/marcel-schmelzer
Juan Mata,93,CAM,premiumsbc,Spain,87,87,96,94,50,82,https://wefut.com/player/22/22145/juan-mata
Cristiano Ronaldo,93,ST,onestowatch,Portugal,90,95,85,91,36,78,https://wefut.com/player/22/17179/cristiano-ronaldo
Maxwel Cornet,93,LB,pinkgold,Ivory Coast,96,85,90,92,90,93,https://wefut.com/player/22/22424/maxwel-cornet
Tiago Djaló,93,CB,pinkgold,Portugal,92,61,82,85,90,93,https://wefut.com/player/22/22362/tiago-djalo
Ronald Koeman,93,CB,legend,Netherlands,82,93,88,94,56,89,https://wefut.com/player/22/22349/ivan-cavaleiro
Kevin Mbabu,93,RB,pinkgold,Switzerland,99,65,86,90,90,93,https://wefut.com/player/22/22345/kevin-mbabu
Lothar Matthäus,93,CM,legend,Germany,89,89,90,82,90,85,https://wefut.com/player/22/18103/lothar-matthaus
George Best,93,RW,legend,Northern Ireland,93,91,84,94,58,71,https://wefut.com/player/22/18102/george-best
Ruud Gullit,93,CF,legend,Netherlands,86,91,91,89,82,90,https://wefut.com/player/22/18101/ruud-gullit
Franco Baresi,93,CB,legend,Italy,70,49,76,72,95,82,https://wefut.com/player/22/18100/franco-baresi
Carlos Alberto,93,RB,legend,Brazil,90,66,81,86,90,87,https://wefut.com/player/22/18099/carlos-alberto
Thierry Henry,93,ST,legend,France,94,91,83,90,53,80,https://wefut.com/player/22/18000/thierry-henry
Eric Cantona,93,CF,legend,France,89,93,90,93,53,92,https://wefut.com/player/22/17999/eric-cantona
Roberto Baggio,93,CAM,legend,Italy,86,84,92,92,40,61,https://wefut.com/player/22/17998/roberto-baggio
Cafú,93,RWB,legend,Brazil,92,58,85,88,91,86,https://wefut.com/player/22/17997/cafu
Marco van Basten,93,ST,legend,Netherlands,83,94,76,89,39,75,https://wefut.com/player/22/17996/marco-van-basten
Xavi,93,CM,legend,Spain,81,80,95,93,72,72,https://wefut.com/player/22/17995/xavi
Eusébio,93,CF,legend,Portugal,94,94,86,93,45,79,https://wefut.com/player/22/17994/eusebio
Gianluca Caprari,93,LF,goldblue,Italy,96,92,93,94,40,74,https://wefut.com/player/22/22135/gianluca-caprari
Valentin Castellanos,93,ST,goldblue,Argentina,95,95,86,93,50,95,https://wefut.com/player/22/21959/valentin-castellanos
Craig Goodwin,93,LM,goldblue,Australia,99,92,90,93,76,93,https://wefut.com/player/22/21941/craig-goodwin
Juan Cuadrado,93,RB,goldblue,Colombia,99,86,88,97,90,87,https://wefut.com/player/22/21930/juan-cuadrado
Hakan Çalhanoğlu,93,CM,goldblue,Turkey,85,87,96,97,76,76,https://wefut.com/player/22/21929/hakan-calhanoglu
Benjamin Bourigeaud,93,RM,goldblue,France,92,92,95,93,85,90,https://wefut.com/player/22/21908/benjamin-bourigeaud
Hans Vanaken,93,CM,goldblue,Belgium,88,93,94,92,85,90,https://wefut.com/player/22/21892/hans-vanaken
Edin Višća,93,RW,goldblue,Bosnia Herzegovina,98,92,92,93,58,78,https://wefut.com/player/22/21879/edin-visca
Dimitri Payet,93,CF,goldblue,France,93,92,96,95,51,84,https://wefut.com/player/22/21844/dimitri-payet
Nuno Mendes,93,LB,goldblue,Portugal,99,73,88,90,92,87,https://wefut.com/player/22/21843/nuno-mendes
Iago Aspas,93,ST,goldblue,Spain,92,95,89,93,45,82,https://wefut.com/player/22/21807/iago-aspas
Arnaut Danjuma,93,LW,goldblue,Netherlands,96,90,91,95,60,85,https://wefut.com/player/22/21782/arnaut-danjuma
Canales,93,RM,goldblue,Spain,94,91,96,94,85,86,https://wefut.com/player/22/21773/canales
Nabil Fekir,93,CAM,goldblue,France,93,92,92,96,47,91,https://wefut.com/player/22/21772/nabil-fekir
Jules Koundé,93,CB,goldblue,France,91,55,75,87,95,90,https://wefut.com/player/22/21771/jules-kounde
Anderson Talisca,93,CF,goldblue,Brazil,92,94,92,95,63,86,https://wefut.com/player/22/21720/anderson-talisca
Anthony Modeste,93,ST,goldblue,France,92,94,84,90,51,92,https://wefut.com/player/22/21718/anthony-modeste
Alphonso Davies,93,LB,goldblue,Canada,99,85,87,93,89,88,https://wefut.com/player/22/21708/alphonso-davies
Harry Wilson,93,RM,goldblue,Wales,95,94,92,90,60,78,https://wefut.com/player/22/21642/harry-wilson
Bruno Fernandes,93,CM,goldblue,Portugal,84,93,95,93,77,84,https://wefut.com/player/22/21606/bruno-fernandes
Achraf Hakimi,93,RB,toty,Morocco,99,80,88,91,90,90,https://wefut.com/player/22/18316/achraf-hakimi
Cristiano Ronaldo,93,ST,goldif,Portugal,90,95,85,91,36,78,https://wefut.com/player/22/20822/cristiano-ronaldo
Neymar Jr,93,LW,goldif,Brazil,93,87,88,96,39,67,https://wefut.com/player/22/20673/neymar-jr
Kevin De Bruyne,93,CM,goldif,Belgium,80,88,95,90,67,81,https://wefut.com/player/22/20361/kevin-de-bruyne
Kylian Mbappé,93,ST,goldif,France,99,90,84,94,38,81,https://wefut.com/player/22/19544/kylian-mbappe
Robert Lewandowski,93,ST,goldif,Poland,80,93,81,87,45,83,https://wefut.com/player/22/18048/robert-lewandowski
Lionel Messi,93,RW,goldrare,Argentina,85,92,91,95,34,65,https://wefut.com/player/22/5/lionel-messi
Jürgen Kohler,92,CDM,shapeshifters,Germany,88,84,90,92,92,92,https://wefut.com/player/22/22261/jurgen-kohler
Robbie Keane,92,ST,futcaptainsheroes,Republic of Ireland,92,93,81,93,50,81,https://wefut.com/player/22/20796/robbie-keane
Joe Cole,92,RW,futcaptainsheroes,England,94,89,91,95,55,78,https://wefut.com/player/22/20795/joe-cole
Iván Córdoba,92,CB,futcaptainsheroes,Colombia,91,68,72,77,95,92,https://wefut.com/player/22/20794/ivan-cordoba
Freddie Ljungberg,92,LM,futcaptainsheroes,Sweden,95,89,88,92,50,83,https://wefut.com/player/22/20734/freddie-ljungberg
Darío Benedetto,92,ST,eumotm,Argentina,95,93,85,93,55,90,https://wefut.com/player/22/22152/dario-benedetto
Sebastián Rodríguez,92,CM,eumotm,Uruguay,90,92,92,88,90,87,https://wefut.com/player/22/22151/sebastian-rodriguez
Sergio Busquets,92,CDM,futcaptains,Spain,84,79,95,92,93,88,https://wefut.com/player/22/20816/sergio-busquets
Mehdi Taremi,93,ST,goldblue,Iran,93,94,75,81,93,90,https://wefut.com/player/22/20755/giorgio-chiellini
Fernandinho,92,CDM,futcaptains,Brazil,84,80,86,90,93,89,https://wefut.com/player/22/20750/fernandinho
Wissam Ben Yedder,92,ST,futcaptains,France,93,93,87,95,46,79,https://wefut.com/player/22/20741/wissam-ben-yedder
Lorenzo Insigne,92,LW,futcaptains,Italy,95,88,92,96,40,51,https://wefut.com/player/22/20740/lorenzo-insigne
Joaquín,92,RM,futcaptains,Spain,91,90,94,92,55,78,https://wefut.com/player/22/20739/joaquin
Fabio Quagliarella,92,ST,futcaptains,Italy,90,95,87,92,42,81,https://wefut.com/player/22/20737/fabio-quagliarella
Ivan Perišić,92,LM,fantasypurple,Croatia,95,92,88,93,73,87,https://wefut.com/player/22/20603/ivan-perisic
Gelson Martins,92,RM,fantasypurple,Portugal,99,92,89,97,64,82,https://wefut.com/player/22/20543/gelson-martins
Sandro Tonali,92,CDM,fantasypurple,Italy,91,84,93,91,87,90,https://wefut.com/player/22/20542/sandro-tonali
John Stones,92,CB,fantasypurple,England,87,57,79,83,92,87,https://wefut.com/player/22/20539/john-stones
Chris Smalling,92,CB,confleague,England,88,56,80,82,93,93,https://wefut.com/player/22/19425/chris-smalling
Memphis Depay,92,CF,elfinal,Netherlands,93,90,90,91,37,86,https://wefut.com/player/22/20619/memphis-depay
Daniel James,92,RB,shapeshifters,Wales,98,84,89,92,90,87,https://wefut.com/player/22/22273/daniel-james
Presnel Kimpembe,92,CAM,shapeshifters,France,93,91,94,95,86,89,https://wefut.com/player/22/22272/presnel-kimpembe
Pepe,92,ST,shapeshifters,Portugal,92,94,90,92,91,93,https://wefut.com/player/22/22271/pepe
Cucurella,92,LWB,shapeshifters,Spain,92,80,90,91,90,92,https://wefut.com/player/22/22255/cucurella
Thiago Mendes,92,RB,shapeshifters,Brazil,96,83,91,92,89,90,https://wefut.com/player/22/22238/thiago-mendes
Marko Arnautović,92,CB,shapeshifters,Austria,89,70,80,85,93,94,https://wefut.com/player/22/22200/marko-arnautovic
Nordi Mukiele,92,CB,shapeshifters,France,93,60,82,86,92,91,https://wefut.com/player/22/22177/nordi-mukiele
Héctor Bellerín,92,LB,shapeshifters,Spain,97,65,91,92,88,86,https://wefut.com/player/22/22176/hector-bellerin
Gonzalo Higuaín,92,ST,season1,Argentina,93,95,85,91,40,90,https://wefut.com/player/22/22356/gonzalo-higuain
Sócrates,92,CAM,legend,Brazil,86,95,92,95,46,86,https://wefut.com/player/22/20443/socrates
Robin van Persie,92,ST,legend,Netherlands,88,95,88,92,50,77,https://wefut.com/player/22/20442/robin-van-persie
Kaká,92,CAM,legend,Brazil,93,90,90,94,45,75,https://wefut.com/player/22/20441/kaka
Michael Owen,92,ST,legend,England,93,92,71,91,35,68,https://wefut.com/player/22/20440/michael-owen
Michael Ballack,92,CM,legend,Germany,83,92,90,87,83,89,https://wefut.com/player/22/20438/michael-ballack
Roberto Carlos,92,LB,legend,Brazil,93,89,85,84,88,87,https://wefut.com/player/22/20437/roberto-carlos
Alan Shearer,92,ST,legend,England,85,95,79,82,54,88,https://wefut.com/player/22/20436/alan-shearer
Fernando Torres,92,ST,legend,Spain,94,93,80,91,47,80,https://wefut.com/player/22/20435/fernando-torres
Patrick Kluivert,92,ST,legend,Netherlands,87,93,81,88,42,84,https://wefut.com/player/22/20434/patrick-kluivert
Paul Scholes,92,CM,legend,England,80,90,92,84,67,84,https://wefut.com/player/22/20433/paul-scholes
Ian Rush,92,ST,legend,Wales,89,94,74,89,46,83,https://wefut.com/player/22/20432/ian-rush
Marcel Desailly,92,CB,legend,France,85,53,68,69,93,92,https://wefut.com/player/22/20431/marcel-desailly
Philipp Lahm,92,CDM,legend,Germany,89,77,89,89,92,78,https://wefut.com/player/22/20430/philipp-lahm
Andriy Shevchenko,92,ST,legend,Ukraine,90,95,74,89,36,77,https://wefut.com/player/22/20429/andriy-shevchenko
Patrick Vieira,92,CM,legend,France,85,82,84,88,91,94,https://wefut.com/player/22/20319/patrick-vieira
Steven Gerrard,92,CM,legend,England,82,93,93,89,78,86,https://wefut.com/player/22/20318/steven-gerrard
Robert Pirès,92,LM,legend,France,89,86,90,91,41,67,https://wefut.com/player/22/20317/robert-pires
Miroslav Klose,92,ST,legend,Germany,91,90,77,85,43,83,https://wefut.com/player/22/20315/miroslav-klose
David Trezeguet,92,ST,legend,France,85,95,72,85,46,81,https://wefut.com/player/22/20314/david-trezeguet
Laurent Blanc,92,CB,legend,France,83,71,72,79,95,88,https://wefut.com/player/22/20313/laurent-blanc
Fernando Hierro,92,CB,legend,Spain,81,70,78,72,95,89,https://wefut.com/player/22/20312/fernando-hierro
Christian Vieri,92,ST,legend,Italy,85,94,76,87,41,86,https://wefut.com/player/22/20311/christian-vieri
Pavel Nedvěd,92,CAM,legend,Czech Republic,87,90,92,92,61,82,https://wefut.com/player/22/20310/pavel-nedved
Gheorghe Hagi,92,LM,legend,Romania,86,91,92,92,44,68,https://wefut.com/player/22/20309/gheorghe-hagi
Michael Laudrup,92,CAM,legend,Denmark,86,81,95,94,38,65,https://wefut.com/player/22/20307/michael-laudrup
Ferran Torres,92,RW,futurestars,Spain,95,87,92,93,43,77,https://wefut.com/player/22/19041/ferran-torres
Florian Wirtz,92,CAM,futurestars,Germany,90,88,93,94,62,76,https://wefut.com/player/22/19020/florian-wirtz
Ryan Gravenberch,92,CM,futurestars,Netherlands,91,86,90,92,85,86,https://wefut.com/player/22/19019/ryan-gravenberch
Didier Drogba,92,ST,legend,Ivory Coast,92,91,85,93,43,84,https://wefut.com/player/22/18649/ferran-torres
Dušan Vlahović,92,ST,futurestars,Serbia,90,92,73,90,40,90,https://wefut.com/player/22/18626/dusan-vlahovic
Mohamed Salah,92,RW,promo,Egypt,93,92,85,93,49,80,https://wefut.com/player/22/17812/mohamed-salah
Cristiano Ronaldo,92,ST,promo,Portugal,88,94,83,90,35,78,https://wefut.com/player/22/17811/cristiano-ronaldo
Victor Osimhen,92,ST,goldblue,Nigeria,98,95,85,92,58,91,https://wefut.com/player/22/22137/victor-osimhen
Deulofeu,92,CF,goldblue,Spain,94,92,88,93,41,79,https://wefut.com/player/22/21970/deulofeu
Amine Gouiri,92,LM,goldblue,France,95,93,90,92,70,85,https://wefut.com/player/22/21906/amine-gouiri
Ludovic Ajorque,92,ST,goldblue,France,90,92,81,91,38,93,https://wefut.com/player/22/21851/ludovic-ajorque
Thomas Lemar,92,CM,goldblue,France,90,89,92,93,83,86,https://wefut.com/player/22/21833/thomas-lemar
Ansu Fati,92,LW,goldblue,Spain,99,93,87,95,43,82,https://wefut.com/player/22/21780/ansu-fati
Niklas Dorsch,92,CDM,goldblue,Germany,87,85,88,93,90,91,https://wefut.com/player/22/21762/niklas-dorsch
Paulinho,92,CAM,goldblue,Brazil,91,89,92,94,45,78,https://wefut.com/player/22/21734/paulinho
